size_sqft,bedrooms,bathrooms,year_built,garage_spaces,floors,lot_size_sqft,has_pool,neighborhood,price
3038.0,1.0,4.0,1985.0,0.0,1.0,12414.0,0.0,Suburbs,463362.58
1989.0,2.0,4.0,2003.0,0.0,3.0,18373.0,0.0,Uptown,520373.22
1077.0,4.0,3.0,1992.0,0.0,2.0,16557.0,1.0,Suburbs,333775.53
3531.0,2.0,3.0,1953.0,1.0,1.0,4570.0,1.0,Downtown,780701.11
3558.0,1.0,4.0,1950.0,0.0,1.0,15397.0,0.0,Suburbs,594191.16
1123.0,4.0,2.0,1980.0,1.0,2.0,8791.0,0.0,Suburbs,319882.13
1837.0,1.0,1.0,2017.0,1.0,2.0,17405.0,0.0,Uptown,489596.61
1673.0,2.0,4.5,1952.0,2.0,2.0,17549.0,0.0,Downtown,555429.73
3502.0,1.0,2.0,1955.0,2.0,1.0,19182.0,0.0,Rural,372403.46
3814.0,1.0,4.5,2000.0,1.0,1.0,10118.0,1.0,Uptown,784584.54
3799.0,3.0,2.5,1983.0,1.0,1.0,5475.0,1.0,Suburbs,564373.4
4731.0,6.0,4.0,1967.0,0.0,1.0,4251.0,0.0,Waterfront,1108156.52
3982.0,5.0,1.0,1965.0,1.0,3.0,4978.0,0.0,Rural,496116.96
2011.0,1.0,3.5,1999.0,3.0,1.0,19853.0,0.0,Downtown,630567.86
1074.0,1.0,2.5,1988.0,3.0,3.0,12554.0,0.0,Downtown,392314.67
3305.0,3.0,2.0,1997.0,1.0,1.0,8332.0,0.0,Downtown,750598.73
4631.0,4.0,2.5,1970.0,3.0,2.0,10087.0,1.0,Uptown,914516.87
4891.0,5.0,4.5,1988.0,2.0,3.0,5112.0,1.0,Suburbs,746461.4
1613.0,5.0,2.0,2013.0,0.0,2.0,12273.0,0.0,Suburbs,415503.49
1640.0,3.0,4.0,1973.0,3.0,1.0,9662.0,0.0,Uptown,474307.8
764.0,2.0,2.5,1979.0,1.0,2.0,16365.0,0.0,Uptown,329769.67
1221.0,1.0,1.0,1962.0,2.0,1.0,2380.0,1.0,Downtown,330432.42
3041.0,1.0,4.5,1997.0,2.0,3.0,18771.0,0.0,Downtown,787955.26
3006.0,1.0,1.0,1952.0,1.0,3.0,3091.0,0.0,Rural,344304.55
2232.0,6.0,2.5,1968.0,2.0,2.0,9513.0,0.0,Waterfront,705912.44
1964.0,2.0,4.0,2002.0,2.0,2.0,8131.0,0.0,Waterfront,543625.87
4251.0,5.0,4.0,1951.0,1.0,2.0,14923.0,0.0,Waterfront,1164419.46
2624.0,4.0,4.0,2023.0,1.0,3.0,13848.0,0.0,Uptown,648476.56
4157.0,4.0,2.0,1979.0,2.0,2.0,5542.0,0.0,Waterfront,1021304.23
4839.0,3.0,4.5,1979.0,0.0,3.0,10833.0,1.0,Waterfront,1232359.37
1995.0,5.0,2.0,1989.0,0.0,2.0,11622.0,0.0,Waterfront,645091.07
1492.0,1.0,3.5,1997.0,3.0,1.0,10350.0,0.0,Downtown,486818.72
4793.0,1.0,3.5,1984.0,1.0,3.0,2392.0,0.0,Downtown,935134.91
3393.0,3.0,1.0,2015.0,2.0,2.0,5206.0,0.0,Uptown,644242.62
1880.0,3.0,2.5,2021.0,2.0,3.0,11068.0,0.0,Uptown,512180.82
3336.0,4.0,2.5,1964.0,3.0,2.0,6688.0,0.0,Waterfront,911246.37
2866.0,5.0,2.5,2002.0,2.0,2.0,11816.0,0.0,Suburbs,513404.94
4585.0,4.0,2.0,1972.0,2.0,2.0,4946.0,1.0,Waterfront,1099447.4
1726.0,2.0,3.5,2023.0,3.0,2.0,15238.0,0.0,Waterfront,687021.48
4963.0,2.0,1.5,1968.0,3.0,3.0,5392.0,0.0,Waterfront,1141400.87
4719.0,5.0,1.5,1971.0,0.0,2.0,13691.0,0.0,Downtown,1001845.0
1395.0,2.0,4.0,2002.0,2.0,3.0,17059.0,0.0,Suburbs,359966.39
1324.0,4.0,2.5,2008.0,0.0,2.0,8451.0,0.0,Suburbs,300510.48
2946.0,4.0,3.0,1959.0,3.0,1.0,4510.0,1.0,Rural,314488.05
797.0,5.0,3.0,1991.0,0.0,3.0,2103.0,1.0,Rural,151965.0
1915.0,5.0,3.0,1975.0,0.0,2.0,8490.0,1.0,Uptown,494571.7
2514.0,3.0,2.5,1995.0,0.0,3.0,4078.0,0.0,Downtown,586398.95
4866.0,2.0,2.5,1991.0,2.0,2.0,17874.0,0.0,Uptown,993312.33
4967.0,3.0,4.0,2022.0,0.0,2.0,19516.0,1.0,Rural,620838.81
1266.0,3.0,4.5,2019.0,0.0,3.0,19652.0,0.0,Uptown,493537.09
4524.0,2.0,2.0,1998.0,2.0,2.0,18602.0,0.0,Suburbs,756756.31
1000.0,4.0,3.0,2000.0,3.0,3.0,12561.0,1.0,Uptown,419537.89
3894.0,2.0,4.5,2016.0,2.0,2.0,7852.0,0.0,Rural,423141.27
4321.0,4.0,1.5,1963.0,1.0,1.0,10038.0,0.0,Uptown,813834.46
4520.0,5.0,4.5,2003.0,2.0,1.0,6659.0,1.0,Waterfront,1182151.47
1583.0,6.0,2.5,2007.0,2.0,3.0,17125.0,0.0,Suburbs,437733.44
4532.0,1.0,4.0,1959.0,1.0,2.0,9855.0,0.0,Rural,484237.64
1110.0,5.0,3.5,2015.0,2.0,2.0,8932.0,0.0,Waterfront,502026.61
2883.0,1.0,4.0,2001.0,0.0,3.0,14419.0,1.0,Suburbs,545926.56
2666.0,3.0,1.5,1975.0,0.0,2.0,8728.0,0.0,Suburbs,468881.81
1990.0,2.0,1.0,1985.0,2.0,2.0,8423.0,1.0,Downtown,564805.01
697.0,1.0,4.0,1986.0,1.0,3.0,6091.0,0.0,Suburbs,205494.67
3997.0,2.0,3.0,2017.0,0.0,1.0,3211.0,0.0,Downtown,794366.78
2076.0,1.0,3.5,2021.0,0.0,1.0,2683.0,0.0,Rural,220575.31
3511.0,5.0,1.0,2009.0,3.0,3.0,9250.0,0.0,Downtown,827127.56
2405.0,1.0,1.5,1998.0,1.0,1.0,19915.0,0.0,Rural,328549.38
2244.0,3.0,4.5,1957.0,0.0,3.0,6690.0,0.0,Uptown,503407.59
4500.0,5.0,2.0,2017.0,2.0,1.0,13539.0,0.0,Waterfront,1136308.69
1015.0,6.0,3.5,1959.0,2.0,1.0,7849.0,0.0,Suburbs,266845.12
3841.0,6.0,2.0,1962.0,1.0,3.0,7449.0,0.0,Suburbs,614847.14
3886.0,1.0,2.0,1955.0,3.0,2.0,4933.0,1.0,Suburbs,571293.0
2272.0,6.0,1.5,2020.0,1.0,3.0,12142.0,0.0,Uptown,591035.1
1755.0,4.0,4.0,1986.0,2.0,2.0,13859.0,0.0,Suburbs,393409.29
623.0,2.0,4.0,1967.0,2.0,1.0,8303.0,0.0,Downtown,274339.49
4722.0,3.0,1.0,1955.0,2.0,3.0,11479.0,0.0,Waterfront,1140266.14
4770.0,6.0,2.5,1980.0,0.0,1.0,10571.0,0.0,Rural,518045.51
1660.0,3.0,3.0,2003.0,2.0,1.0,6875.0,0.0,Downtown,458391.78
740.0,2.0,2.0,2023.0,2.0,3.0,14451.0,0.0,Rural,185773.19
1140.0,6.0,3.5,1990.0,0.0,1.0,11970.0,0.0,Suburbs,319141.96
897.0,6.0,2.0,1994.0,0.0,2.0,3185.0,1.0,Downtown,333698.75
4257.0,6.0,1.5,2011.0,2.0,2.0,10869.0,0.0,Uptown,830287.33
4525.0,6.0,2.0,2016.0,0.0,3.0,9009.0,0.0,Rural,458757.15
1274.0,6.0,3.5,1970.0,3.0,1.0,16328.0,0.0,Downtown,503796.73
3886.0,3.0,1.5,2023.0,0.0,1.0,7519.0,0.0,Suburbs,558954.54
1388.0,2.0,4.0,1988.0,3.0,2.0,19208.0,0.0,Waterfront,597066.95
2216.0,4.0,1.0,2018.0,2.0,2.0,13070.0,0.0,Suburbs,488893.57
3237.0,2.0,1.5,1958.0,1.0,3.0,4352.0,0.0,Downtown,643415.04
3768.0,3.0,3.5,1957.0,1.0,2.0,9261.0,0.0,Uptown,726766.13
4448.0,4.0,3.0,2015.0,1.0,1.0,17911.0,0.0,Rural,567888.11
797.0,6.0,2.5,1999.0,2.0,3.0,6582.0,0.0,Waterfront,437323.25
1464.0,2.0,2.0,1962.0,3.0,2.0,14687.0,1.0,Rural,244707.42
1834.0,2.0,1.5,2016.0,0.0,3.0,16101.0,1.0,Downtown,566976.93
1965.0,5.0,3.5,1957.0,2.0,3.0,14466.0,1.0,Waterfront,727102.06
4992.0,1.0,2.5,2000.0,3.0,1.0,3626.0,0.0,Rural,543573.3
4021.0,4.0,1.5,1965.0,1.0,2.0,8737.0,0.0,Rural,416532.16
2010.0,5.0,2.0,1955.0,2.0,2.0,8268.0,0.0,Waterfront,600803.74
4877.0,4.0,4.5,2009.0,0.0,2.0,8190.0,1.0,Rural,497242.78
2797.0,3.0,2.5,2012.0,3.0,1.0,17822.0,1.0,Suburbs,566927.4
2803.0,5.0,4.5,1957.0,0.0,2.0,2101.0,1.0,Uptown,549189.07
2508.0,3.0,2.5,1956.0,1.0,2.0,11702.0,0.0,Uptown,540492.93
1233.0,5.0,1.5,1995.0,1.0,1.0,19680.0,0.0,Uptown,413732.91
4712.0,3.0,2.5,1952.0,1.0,1.0,17759.0,1.0,Rural,551737.59
661.0,1.0,2.5,2005.0,0.0,1.0,12917.0,0.0,Rural,137583.59
1366.0,4.0,1.5,2017.0,2.0,3.0,19963.0,0.0,Downtown,552192.26
1610.0,1.0,3.0,2005.0,0.0,3.0,9242.0,0.0,Uptown,363910.2
1829.0,6.0,2.0,1967.0,3.0,2.0,13005.0,0.0,Downtown,580234.67
1180.0,4.0,3.0,1964.0,0.0,2.0,11788.0,0.0,Uptown,328595.99
679.0,3.0,2.0,2000.0,1.0,1.0,2851.0,0.0,Uptown,223777.54
3582.0,3.0,2.0,1954.0,3.0,1.0,2729.0,1.0,Suburbs,612165.06
4865.0,4.0,2.0,1989.0,0.0,3.0,18144.0,1.0,Waterfront,1287176.36
1136.0,2.0,1.0,1983.0,0.0,1.0,5125.0,1.0,Suburbs,239734.69
1905.0,2.0,3.5,2005.0,2.0,1.0,8387.0,0.0,Downtown,605442.55
2828.0,3.0,1.0,1964.0,0.0,3.0,13221.0,0.0,Suburbs,453985.63
4681.0,2.0,3.5,2006.0,3.0,2.0,12360.0,0.0,Rural,549734.41
3655.0,5.0,4.0,2001.0,1.0,1.0,11257.0,1.0,Downtown,850802.14
3971.0,1.0,4.0,1967.0,3.0,2.0,19626.0,0.0,Uptown,836714.43
3157.0,5.0,2.5,1976.0,0.0,3.0,16168.0,1.0,Uptown,692405.26
2435.0,3.0,2.5,1954.0,0.0,2.0,18952.0,0.0,Waterfront,739807.9
1479.0,4.0,4.5,1983.0,3.0,2.0,13858.0,0.0,Downtown,533077.26
4403.0,1.0,2.5,1969.0,3.0,2.0,19625.0,1.0,Downtown,1025347.38
4138.0,3.0,2.5,1958.0,3.0,2.0,12826.0,0.0,Uptown,856913.93
710.0,5.0,4.5,1991.0,1.0,3.0,11751.0,1.0,Downtown,396239.53
3748.0,2.0,4.0,1991.0,1.0,1.0,16675.0,0.0,Rural,445905.79
971.0,1.0,4.5,1956.0,2.0,1.0,17639.0,0.0,Suburbs,308428.87
3852.0,4.0,1.5,1963.0,1.0,1.0,3228.0,0.0,Uptown,663394.47
4235.0,1.0,4.0,1956.0,0.0,2.0,18391.0,1.0,Downtown,940786.64
1176.0,2.0,1.0,2000.0,1.0,2.0,14436.0,0.0,Rural,208616.52
2509.0,3.0,3.5,1975.0,2.0,2.0,18158.0,1.0,Uptown,662841.34
1144.0,4.0,4.0,1955.0,0.0,3.0,14881.0,1.0,Downtown,491209.94
3096.0,4.0,3.5,1964.0,1.0,2.0,18685.0,0.0,Suburbs,558948.01
4682.0,5.0,4.0,2022.0,1.0,1.0,6953.0,1.0,Downtown,1035375.22
955.0,6.0,2.0,1968.0,0.0,2.0,5377.0,1.0,Downtown,341464.1
2349.0,1.0,2.0,2000.0,0.0,2.0,5521.0,0.0,Rural,274449.1
4882.0,3.0,2.5,1984.0,1.0,2.0,6539.0,1.0,Uptown,907490.81
1924.0,1.0,2.0,1963.0,0.0,2.0,5849.0,0.0,Waterfront,498949.19
1181.0,1.0,3.5,1972.0,1.0,3.0,9949.0,0.0,Suburbs,272717.79
2750.0,2.0,2.5,1951.0,2.0,1.0,5566.0,0.0,Rural,318311.7
2837.0,4.0,3.0,2005.0,3.0,1.0,4847.0,1.0,Rural,344639.24
3517.0,6.0,2.5,1974.0,0.0,2.0,11428.0,0.0,Rural,388502.05
1980.0,5.0,2.0,1986.0,1.0,1.0,16281.0,0.0,Waterfront,684721.1
4805.0,4.0,1.5,1961.0,0.0,1.0,4441.0,0.0,Rural,393360.38
2893.0,5.0,3.0,2010.0,1.0,2.0,11203.0,0.0,Rural,353090.55
1860.0,2.0,4.0,1966.0,1.0,2.0,13867.0,1.0,Rural,251031.76
4826.0,6.0,4.5,1991.0,3.0,2.0,14701.0,1.0,Uptown,1061112.71
4670.0,6.0,2.5,2014.0,1.0,1.0,3891.0,0.0,Rural,481955.18
2796.0,1.0,2.5,2002.0,3.0,3.0,15208.0,0.0,Waterfront,819838.1
709.0,3.0,3.5,1994.0,0.0,2.0,2484.0,1.0,Rural,146414.44
3227.0,5.0,3.0,2015.0,0.0,1.0,6264.0,0.0,Rural,354967.69
3043.0,3.0,1.0,1963.0,0.0,1.0,7747.0,0.0,Downtown,640786.8
1252.0,6.0,3.0,2021.0,1.0,1.0,17354.0,1.0,Uptown,486440.26
3390.0,6.0,1.5,1991.0,0.0,2.0,5453.0,1.0,Downtown,771019.99
4300.0,3.0,1.0,1980.0,0.0,2.0,16084.0,0.0,Downtown,926177.56
1066.0,1.0,3.0,1968.0,0.0,2.0,19796.0,0.0,Suburbs,265646.06
3783.0,3.0,1.0,2005.0,3.0,2.0,19279.0,1.0,Uptown,825099.16
1217.0,2.0,2.0,2022.0,3.0,3.0,7454.0,0.0,Uptown,383903.42
3895.0,3.0,3.0,2001.0,0.0,3.0,3722.0,0.0,Waterfront,942401.01
2444.0,4.0,3.0,1952.0,3.0,2.0,5997.0,1.0,Rural,282701.58
628.0,3.0,2.0,1984.0,0.0,3.0,15839.0,0.0,Uptown,318942.29
4852.0,2.0,1.5,2004.0,1.0,3.0,5542.0,0.0,Suburbs,721451.19
1330.0,2.0,4.0,1979.0,1.0,3.0,13621.0,0.0,Rural,251940.73
3223.0,5.0,4.0,2007.0,1.0,1.0,8729.0,0.0,Suburbs,560502.23
1398.0,1.0,4.5,2002.0,3.0,2.0,15804.0,0.0,Waterfront,597335.05
4706.0,2.0,3.0,1954.0,2.0,2.0,12905.0,0.0,Rural,555577.15
3849.0,6.0,2.0,1991.0,2.0,1.0,12539.0,0.0,Rural,445204.46
4139.0,1.0,4.0,1962.0,2.0,1.0,16075.0,1.0,Suburbs,653512.71
2501.0,3.0,2.0,1986.0,2.0,2.0,19188.0,0.0,Rural,309730.5
2656.0,2.0,1.5,1978.0,0.0,2.0,8562.0,0.0,Waterfront,729539.85
3391.0,1.0,4.0,2009.0,1.0,3.0,11519.0,0.0,Downtown,836500.68
4053.0,3.0,2.0,2014.0,0.0,3.0,13268.0,0.0,Downtown,887025.01
4327.0,4.0,4.0,1984.0,2.0,1.0,16815.0,1.0,Uptown,905210.73
678.0,2.0,2.0,1989.0,1.0,3.0,10677.0,0.0,Suburbs,216045.22
3520.0,1.0,4.5,1996.0,2.0,2.0,8742.0,0.0,Rural,429823.42
1080.0,1.0,3.0,1998.0,2.0,2.0,17237.0,1.0,Uptown,382548.7
1867.0,4.0,2.5,1997.0,1.0,3.0,19158.0,0.0,Waterfront,641122.51
4250.0,6.0,2.5,2007.0,0.0,2.0,12243.0,0.0,Suburbs,742002.86
1702.0,2.0,4.5,2022.0,3.0,1.0,3863.0,1.0,Suburbs,378964.33
4106.0,2.0,1.5,2011.0,1.0,1.0,7218.0,0.0,Downtown,870974.33
2637.0,3.0,2.5,1959.0,0.0,2.0,10333.0,1.0,Suburbs,456377.35
1623.0,3.0,2.5,1985.0,1.0,1.0,14665.0,1.0,Suburbs,388529.62
2071.0,2.0,3.5,1984.0,3.0,1.0,14056.0,1.0,Rural,273784.85
2935.0,1.0,2.0,1987.0,1.0,3.0,16761.0,0.0,Suburbs,495581.99
3967.0,4.0,3.0,1989.0,3.0,1.0,2539.0,1.0,Suburbs,632763.95
3267.0,3.0,2.0,2003.0,1.0,1.0,10378.0,0.0,Suburbs,480157.73
4707.0,3.0,1.5,1981.0,3.0,2.0,14619.0,0.0,Uptown,922605.81
4418.0,2.0,1.5,1969.0,2.0,1.0,19770.0,1.0,Rural,500082.89
3915.0,6.0,3.0,1983.0,0.0,1.0,4562.0,0.0,Waterfront,948608.74
3254.0,4.0,2.0,2013.0,2.0,3.0,17824.0,1.0,Downtown,860662.95
1875.0,3.0,2.0,1973.0,1.0,2.0,2139.0,0.0,Waterfront,489814.7
2415.0,2.0,3.5,1951.0,0.0,3.0,5545.0,0.0,Suburbs,345174.2
1123.0,5.0,2.5,2022.0,2.0,2.0,17246.0,0.0,Waterfront,572562.68
2246.0,6.0,2.5,1964.0,0.0,2.0,16162.0,1.0,Downtown,650118.9
4677.0,1.0,1.0,1994.0,2.0,1.0,19510.0,0.0,Rural,480950.96
2474.0,6.0,2.0,2009.0,3.0,2.0,12817.0,0.0,Waterfront,810147.34
1100.0,5.0,3.0,1970.0,0.0,1.0,13088.0,0.0,Downtown,397562.25
3469.0,1.0,3.5,1975.0,1.0,3.0,11627.0,1.0,Rural,393924.9
4836.0,5.0,4.5,1970.0,2.0,1.0,11211.0,0.0,Downtown,1006122.63
4417.0,1.0,4.5,1961.0,0.0,1.0,11251.0,0.0,Waterfront,1059461.19
1806.0,1.0,1.0,1961.0,1.0,2.0,7265.0,0.0,Rural,187745.22
2597.0,1.0,2.0,1963.0,1.0,2.0,17362.0,0.0,Waterfront,744701.76
2937.0,3.0,2.5,1983.0,0.0,1.0,8419.0,0.0,Waterfront,735849.29
1690.0,4.0,3.0,1989.0,3.0,2.0,12996.0,0.0,Suburbs,384461.84
1782.0,3.0,2.5,1951.0,1.0,1.0,14047.0,1.0,Uptown,502901.06
1641.0,1.0,4.0,2012.0,3.0,3.0,11679.0,1.0,Rural,291830.96
4977.0,2.0,2.0,2000.0,2.0,2.0,13006.0,0.0,Downtown,1093749.0
3883.0,6.0,3.5,1955.0,3.0,3.0,2879.0,0.0,Suburbs,625414.64
4300.0,6.0,1.0,2012.0,3.0,3.0,7687.0,0.0,Downtown,988552.59
4193.0,5.0,4.0,1952.0,2.0,2.0,10069.0,1.0,Waterfront,1058039.52
4821.0,1.0,4.5,1991.0,1.0,3.0,9096.0,0.0,Suburbs,713261.88
1063.0,5.0,4.0,1984.0,1.0,1.0,18345.0,0.0,Uptown,410233.53
4480.0,5.0,2.0,1987.0,3.0,3.0,18149.0,1.0,Uptown,1006772.87
892.0,4.0,1.5,2020.0,1.0,2.0,14811.0,0.0,Suburbs,278239.27
2692.0,1.0,3.0,2018.0,2.0,3.0,8341.0,0.0,Rural,338242.99
3216.0,6.0,2.0,1970.0,0.0,1.0,2917.0,0.0,Waterfront,796531.93
2174.0,3.0,4.0,1992.0,3.0,1.0,15593.0,0.0,Uptown,603248.13
1243.0,1.0,3.0,2020.0,2.0,3.0,17912.0,0.0,Waterfront,554288.4
1446.0,2.0,3.0,2003.0,1.0,2.0,10813.0,1.0,Downtown,501713.67
4229.0,3.0,4.5,2015.0,2.0,1.0,16880.0,0.0,Waterfront,1100866.37
2002.0,1.0,4.0,1982.0,1.0,2.0,18752.0,0.0,Downtown,547089.51
1965.0,2.0,2.0,1970.0,0.0,1.0,11840.0,1.0,Downtown,470436.39
4663.0,3.0,1.0,1987.0,3.0,2.0,5772.0,1.0,Downtown,1019277.62
1233.0,6.0,1.0,2010.0,3.0,3.0,2403.0,0.0,Suburbs,320616.67
4628.0,1.0,2.5,2018.0,3.0,3.0,15625.0,0.0,Waterfront,1221596.69
4653.0,4.0,3.0,2000.0,1.0,2.0,12124.0,0.0,Suburbs,712845.95
3234.0,6.0,1.0,2002.0,1.0,2.0,4766.0,0.0,Rural,355168.31
1328.0,5.0,1.0,1987.0,0.0,3.0,2982.0,0.0,Uptown,335561.31
1285.0,6.0,3.0,1973.0,2.0,1.0,19451.0,0.0,Downtown,557529.48
1853.0,2.0,4.0,1981.0,1.0,1.0,7767.0,1.0,Uptown,504089.45
3141.0,5.0,1.5,1986.0,3.0,1.0,7887.0,0.0,Suburbs,555400.21
1276.0,6.0,3.5,2010.0,3.0,3.0,13321.0,0.0,Suburbs,386800.49
2605.0,2.0,1.0,1991.0,0.0,2.0,8560.0,0.0,Uptown,564134.57
1108.0,3.0,3.5,2008.0,3.0,1.0,18433.0,1.0,Rural,251991.44
2977.0,4.0,4.0,1952.0,0.0,1.0,14257.0,0.0,Uptown,629132.71
693.0,3.0,4.0,2006.0,1.0,1.0,8440.0,0.0,Suburbs,228334.45
3720.0,2.0,3.5,1987.0,1.0,3.0,6799.0,0.0,Rural,380128.64
843.0,6.0,3.5,2023.0,3.0,2.0,17481.0,0.0,Rural,238920.27
1457.0,6.0,4.0,1984.0,2.0,1.0,12651.0,0.0,Suburbs,341559.8
1368.0,3.0,3.5,1985.0,3.0,1.0,18531.0,1.0,Waterfront,652209.2
4257.0,5.0,2.0,1959.0,2.0,2.0,8212.0,0.0,Waterfront,1066872.18
834.0,3.0,4.5,2009.0,3.0,2.0,2378.0,0.0,Rural,208898.06
2489.0,5.0,3.5,2001.0,3.0,3.0,18185.0,0.0,Suburbs,496072.93
3201.0,4.0,4.5,2013.0,3.0,1.0,6309.0,0.0,Suburbs,603207.42
2870.0,3.0,3.5,1956.0,1.0,1.0,17219.0,0.0,Uptown,602806.86
3595.0,1.0,4.5,1965.0,1.0,1.0,14778.0,0.0,Downtown,784968.3
4134.0,4.0,1.5,2014.0,3.0,2.0,6172.0,0.0,Suburbs,638819.46
2332.0,2.0,1.5,1953.0,3.0,3.0,15623.0,0.0,Downtown,662630.02
4244.0,2.0,1.0,1987.0,3.0,2.0,3468.0,1.0,Downtown,907547.34
1999.0,2.0,3.0,1979.0,2.0,1.0,9063.0,0.0,Rural,257520.77
4932.0,6.0,3.0,2019.0,3.0,2.0,8418.0,1.0,Downtown,1111846.31
2820.0,1.0,1.5,2013.0,2.0,2.0,13822.0,0.0,Uptown,591239.12
3839.0,5.0,1.0,2016.0,2.0,1.0,11621.0,0.0,Uptown,824546.93
4450.0,6.0,4.0,1971.0,0.0,3.0,13019.0,0.0,Downtown,1021378.98
4088.0,1.0,4.5,1993.0,2.0,2.0,10572.0,0.0,Waterfront,1068083.26
4345.0,4.0,3.0,2001.0,2.0,1.0,15316.0,1.0,Waterfront,1184608.45
2961.0,4.0,2.5,2021.0,3.0,2.0,4881.0,0.0,Rural,295094.94
791.0,3.0,2.5,1950.0,3.0,3.0,14936.0,0.0,Rural,160965.43
2770.0,5.0,1.0,2022.0,1.0,3.0,2900.0,1.0,Suburbs,499121.78
1398.0,3.0,1.0,1976.0,1.0,1.0,3545.0,0.0,Waterfront,409453.07
4513.0,3.0,4.0,1959.0,3.0,3.0,15026.0,0.0,Rural,499891.95
1641.0,3.0,2.0,1995.0,3.0,2.0,4848.0,0.0,Uptown,392369.33
1603.0,5.0,3.0,2007.0,0.0,2.0,15863.0,1.0,Rural,305982.24
1697.0,4.0,3.0,1959.0,1.0,1.0,4389.0,0.0,Waterfront,515380.82
3427.0,3.0,2.0,1953.0,3.0,3.0,4640.0,0.0,Rural,388737.78
3113.0,6.0,1.0,2016.0,0.0,3.0,18785.0,1.0,Downtown,829318.94
4775.0,5.0,3.5,2019.0,3.0,1.0,5191.0,0.0,Suburbs,747762.19
2431.0,6.0,1.5,1961.0,0.0,2.0,18444.0,1.0,Downtown,661151.88
1842.0,5.0,2.0,2016.0,0.0,3.0,8266.0,1.0,Suburbs,393324.3
816.0,3.0,4.5,2017.0,3.0,2.0,16354.0,0.0,Waterfront,446065.76
631.0,5.0,3.0,2023.0,2.0,1.0,18910.0,1.0,Downtown,413375.1
2244.0,2.0,4.0,1966.0,2.0,3.0,4101.0,0.0,Waterfront,619118.2
4674.0,2.0,1.0,1992.0,3.0,1.0,7948.0,0.0,Suburbs,754597.95
2905.0,3.0,1.0,2023.0,1.0,2.0,12337.0,0.0,Uptown,592837.67
4532.0,6.0,2.0,2016.0,2.0,2.0,17580.0,0.0,Uptown,930085.49
1047.0,4.0,2.0,1994.0,2.0,3.0,5370.0,0.0,Downtown,383265.37
1010.0,3.0,1.0,1964.0,2.0,2.0,5361.0,0.0,Downtown,372402.57
4268.0,3.0,4.0,1956.0,1.0,3.0,8631.0,0.0,Suburbs,656569.31
1069.0,2.0,1.5,1969.0,2.0,3.0,5682.0,0.0,Downtown,360679.55
828.0,4.0,3.5,1954.0,1.0,3.0,6807.0,0.0,Rural,155216.41
2378.0,3.0,3.5,1964.0,2.0,3.0,4337.0,1.0,Uptown,529040.71
4670.0,4.0,3.5,1955.0,3.0,3.0,16921.0,0.0,Waterfront,1227342.61
3633.0,3.0,1.5,2006.0,1.0,3.0,16341.0,0.0,Waterfront,973726.77
1036.0,2.0,2.0,1993.0,2.0,3.0,4600.0,0.0,Suburbs,266426.73
4284.0,6.0,3.0,1988.0,3.0,2.0,11661.0,0.0,Waterfront,1102859.2
4312.0,3.0,2.0,2009.0,3.0,1.0,13631.0,0.0,Downtown,1003642.68
4123.0,1.0,3.0,1980.0,3.0,1.0,13296.0,0.0,Uptown,819782.83
4572.0,3.0,1.5,1979.0,2.0,3.0,19711.0,0.0,Rural,517948.48
1655.0,4.0,1.0,1965.0,1.0,1.0,13543.0,1.0,Uptown,416569.14
4911.0,1.0,3.5,1982.0,3.0,3.0,14367.0,0.0,Rural,513633.78
2011.0,2.0,3.5,1962.0,2.0,3.0,2591.0,0.0,Waterfront,592966.29
4129.0,1.0,1.0,1993.0,0.0,2.0,3426.0,1.0,Uptown,738047.53
3149.0,4.0,4.5,2023.0,1.0,3.0,13141.0,0.0,Suburbs,584544.96
4030.0,5.0,1.0,1989.0,1.0,1.0,18342.0,0.0,Uptown,818899.2
3363.0,6.0,4.0,1972.0,3.0,2.0,9183.0,0.0,Waterfront,944993.63
3427.0,3.0,3.0,2000.0,0.0,3.0,13576.0,0.0,Waterfront,888768.2
3312.0,6.0,4.0,2010.0,2.0,3.0,5781.0,0.0,Waterfront,927529.06
4028.0,2.0,4.5,1984.0,2.0,1.0,10214.0,0.0,Suburbs,646096.02
3852.0,5.0,2.0,1968.0,0.0,3.0,15523.0,0.0,Suburbs,642870.37
1192.0,4.0,4.0,2002.0,2.0,2.0,13875.0,1.0,Uptown,427429.13
4235.0,5.0,1.0,1963.0,3.0,3.0,4055.0,0.0,Uptown,798292.48
2959.0,5.0,2.0,2023.0,2.0,2.0,17823.0,0.0,Rural,416766.35
2021.0,4.0,1.5,1973.0,2.0,2.0,18689.0,0.0,Waterfront,693858.06
2863.0,2.0,2.5,1975.0,1.0,1.0,10588.0,0.0,Uptown,584442.37
4855.0,4.0,4.0,2003.0,0.0,2.0,8133.0,0.0,Suburbs,778851.69
4374.0,5.0,2.5,1950.0,0.0,3.0,11564.0,0.0,Waterfront,1053825.27
4269.0,6.0,1.0,1965.0,1.0,3.0,16425.0,0.0,Uptown,902266.71
2636.0,6.0,2.0,1959.0,2.0,1.0,10144.0,0.0,Rural,304640.98
4050.0,2.0,4.5,1978.0,0.0,1.0,2542.0,0.0,Downtown,826563.53
2294.0,4.0,3.0,1990.0,3.0,3.0,3306.0,0.0,Uptown,547216.31
3619.0,1.0,3.0,1963.0,2.0,2.0,16609.0,0.0,Uptown,736397.12
