house_size,bedrooms,bathrooms,lot_size,garage_size,neighborhood_quality,year_built,price
,3.0,1,4352.0,1.0,High,1974,206762
2905.0,3.0,2,3932.0,3.0,Medium,1987,375323
4427.0,6.0,3,12913.0,2.0,Premium,1963,607766
2652.0,1.0,4,10556.0,2.0,Medium,1957,356179
4975.0,6.0,3,,1.0,High,2003,627550
3733.0,1.0,1,7498.0,3.0,Premium,1951,449301
4084.0,1.0,4,12582.0,2.0,Medium,2005,468683
3611.0,2.0,1,2946.0,2.0,High,2010,400944
2050.0,,3,11569.0,2.0,Medium,1971,357727
4312.0,2.0,4,3439.0,1.0,Medium,1984,445686
2056.0,4.0,2,13372.0,3.0,Low,1965,321483
4176.0,6.0,2,9730.0,3.0,Medium,1999,530935
4286.0,4.0,4,6857.0,3.0,High,1992,532437
4384.0,6.0,4,2340.0,3.0,Premium,1966,585449
2196.0,3.0,1,13181.0,0.0,High,2007,357535
4437.0,3.0,4,2382.0,0.0,Premium,1951,500615
4130.0,4.0,1,11748.0,3.0,High,1953,529297
3503.0,4.0,3,10491.0,1.0,Low,1988,428110
1270.0,6.0,1,2138.0,0.0,Medium,1955,179610
2153.0,2.0,4,2358.0,2.0,Low,2018,299488
3583.0,6.0,4,6931.0,0.0,High,2018,516292
3631.0,2.0,3,11714.0,2.0,Premium,1969,478027
1157.0,,4,5456.0,3.0,Low,2013,240905
3819.0,1.0,4,3627.0,0.0,High,1965,417056
1467.0,4.0,2,11495.0,1.0,High,2000,329819
1945.0,2.0,2,8626.0,0.0,High,1986,280396
4985.0,6.0,3,7004.0,0.0,Medium,2022,598398
4519.0,3.0,1,11326.0,0.0,Medium,2018,479992
3545.0,2.0,2,12378.0,3.0,Low,1991,425104
1339.0,6.0,1,8652.0,1.0,Medium,2006,283065
3579.0,4.0,4,8416.0,0.0,Low,2015,403173
4936.0,4.0,2,5170.0,1.0,High,1958,523861
4575.0,5.0,3,5835.0,3.0,Low,2013,525119
3308.0,1.0,3,10017.0,2.0,Premium,1971,466780
3579.0,5.0,3,,0.0,Medium,1983,411693
1724.0,3.0,2,11429.0,1.0,High,2004,347238
3756.0,2.0,1,13927.0,1.0,Medium,1978,440225
2381.0,3.0,4,8905.0,3.0,High,1987,403896
4124.0,6.0,1,4834.0,0.0,Premium,1967,496457
1055.0,4.0,1,14452.0,2.0,Low,2020,236673
2638.0,5.0,4,11190.0,1.0,Medium,2014,399294
2744.0,5.0,4,4567.0,0.0,High,1950,356379
809.0,,2,3307.0,2.0,Low,1953,149778
3671.0,3.0,2,10848.0,1.0,Low,1953,420726
1597.0,4.0,2,4660.0,1.0,Medium,1976,244977
1815.0,2.0,2,12403.0,2.0,Low,1992,266956
2624.0,6.0,2,12101.0,2.0,High,2008,443986
3936.0,2.0,4,5730.0,3.0,Medium,1981,467114
2993.0,3.0,1,12238.0,0.0,Premium,1982,412892
1023.0,6.0,2,8207.0,0.0,High,1977,250406
4958.0,5.0,2,5162.0,3.0,High,2004,590676
4725.0,1.0,1,3140.0,1.0,High,2009,505757
4800.0,3.0,2,10458.0,2.0,Premium,2019,635300
2433.0,3.0,1,12037.0,2.0,Medium,2011,372058
2952.0,4.0,1,3708.0,2.0,Premium,1983,447758
1310.0,2.0,4,5630.0,1.0,High,2005,272216
1184.0,3.0,3,5211.0,2.0,High,1962,288296
1204.0,3.0,4,12485.0,2.0,High,2005,309029
2800.0,5.0,3,13924.0,3.0,Medium,1967,410728
3556.0,5.0,3,14021.0,1.0,Medium,2003,492031
2468.0,6.0,3,8538.0,0.0,High,1992,414411
2260.0,1.0,2,11702.0,3.0,Low,1988,286733
4436.0,4.0,4,2475.0,3.0,High,2010,545315
3524.0,1.0,3,9684.0,0.0,Medium,1991,394624
4978.0,6.0,1,11168.0,3.0,Low,1967,555437
2848.0,5.0,2,3207.0,1.0,Low,1972,319075
4946.0,2.0,4,3960.0,2.0,Low,2003,532887
1516.0,5.0,3,2557.0,1.0,Medium,1979,246396
2623.0,4.0,1,2882.0,0.0,Medium,2007,348245
2881.0,5.0,4,12386.0,0.0,Premium,2017,473607
4219.0,4.0,4,6761.0,3.0,High,2016,574854
,4.0,2,12859.0,1.0,Low,2020,349788
1049.0,4.0,4,7867.0,1.0,High,1967,294352
1473.0,6.0,2,8963.0,0.0,Premium,1956,286114
,4.0,3,14869.0,1.0,High,1989,429767
1570.0,4.0,2,9166.0,0.0,Low,2019,286562
4762.0,2.0,1,14982.0,1.0,Premium,2014,597204
2784.0,1.0,2,9929.0,1.0,High,2017,384468
1877.0,3.0,1,7347.0,1.0,Low,1998,235380
1035.0,1.0,2,9269.0,0.0,Low,2001,197613
1188.0,4.0,4,,3.0,High,1978,294980
3837.0,2.0,3,13680.0,1.0,Low,1970,431809
2648.0,5.0,1,10125.0,0.0,High,1958,367152
3614.0,2.0,2,4454.0,0.0,Medium,1996,413120
4174.0,4.0,2,6494.0,1.0,Premium,1991,521616
4078.0,2.0,2,3946.0,1.0,High,2000,479275
2052.0,2.0,4,14991.0,3.0,Low,2005,319190
4781.0,4.0,4,4808.0,0.0,Low,2000,532998
2922.0,6.0,1,8642.0,0.0,High,2019,420678
2950.0,2.0,1,5825.0,2.0,High,1969,380800
2129.0,3.0,4,5536.0,0.0,High,1976,352095
2158.0,3.0,1,8068.0,3.0,Medium,1987,315746
3282.0,2.0,3,5802.0,2.0,Medium,2021,448417
2817.0,6.0,3,14369.0,2.0,Low,2014,410975
2131.0,5.0,4,6699.0,2.0,High,2003,391908
2158.0,4.0,1,3970.0,1.0,Low,1973,242536
3977.0,3.0,2,7806.0,1.0,Medium,1996,431069
2928.0,5.0,3,,0.0,High,2020,436241
2980.0,2.0,4,14014.0,2.0,Premium,2012,506268
937.0,5.0,1,4819.0,3.0,Medium,2006,212737
4272.0,1.0,4,11094.0,1.0,Medium,2004,492088
3632.0,3.0,2,,3.0,High,2009,487895
4379.0,2.0,3,6258.0,3.0,High,2011,554112
3831.0,4.0,4,5119.0,1.0,Medium,1979,436670
4964.0,6.0,4,12750.0,1.0,Premium,1971,633419
3393.0,2.0,4,3863.0,1.0,High,1978,455719
4618.0,4.0,2,2115.0,1.0,Medium,1990,457076
4938.0,6.0,4,9084.0,2.0,Medium,1991,585776
4623.0,6.0,2,10016.0,2.0,Medium,2014,536626
4842.0,2.0,2,4384.0,2.0,High,1980,562576
2706.0,5.0,2,5935.0,2.0,Low,1979,336512
1560.0,5.0,3,9742.0,0.0,High,1967,303573
4245.0,6.0,3,7442.0,2.0,High,1966,590187
1699.0,5.0,4,4490.0,1.0,Medium,1987,271000
3747.0,1.0,4,8980.0,3.0,High,1963,514131
2519.0,6.0,3,11134.0,2.0,Premium,2005,456875
1080.0,6.0,1,9661.0,0.0,Low,1971,194534
4066.0,4.0,3,3724.0,1.0,Medium,2016,521663
2687.0,5.0,2,12526.0,3.0,Medium,2005,419868
4066.0,6.0,3,10182.0,3.0,Premium,1968,549702
1466.0,1.0,2,4767.0,2.0,Premium,2006,308753
4988.0,4.0,4,3137.0,3.0,Medium,1993,554770
1471.0,2.0,1,12719.0,2.0,High,1984,311616
2769.0,6.0,4,6117.0,2.0,Medium,1950,375433
4956.0,1.0,2,5420.0,1.0,Medium,2001,555390
3922.0,3.0,2,7845.0,1.0,Medium,2019,476619
4700.0,1.0,2,6778.0,0.0,Medium,1986,456390
1323.0,1.0,1,5906.0,1.0,Medium,2014,225860
3193.0,4.0,3,5637.0,,High,2000,414632
3917.0,2.0,4,4953.0,2.0,Low,1950,397170
3393.0,3.0,4,7929.0,1.0,Premium,1970,452876
2768.0,5.0,3,12559.0,2.0,Low,2002,434377
2553.0,5.0,4,14413.0,2.0,Medium,1965,387977
3096.0,1.0,1,2276.0,1.0,Medium,2010,358811
3061.0,4.0,4,3999.0,0.0,High,2003,400905
3086.0,4.0,2,3227.0,0.0,Low,1989,303346
,5.0,3,8337.0,3.0,Medium,1975,476377
4943.0,3.0,1,13944.0,3.0,Premium,2014,661173
4444.0,2.0,3,5735.0,1.0,Medium,2013,502867
2855.0,3.0,1,2695.0,0.0,Medium,1992,270430
2076.0,6.0,2,11501.0,2.0,High,1966,350888
3566.0,6.0,3,6152.0,3.0,Low,2008,466191
1102.0,2.0,4,9901.0,2.0,Medium,1972,224192
1438.0,5.0,1,9470.0,3.0,Medium,1956,281448
855.0,2.0,3,13426.0,1.0,Medium,1993,207869
1325.0,4.0,4,14306.0,0.0,Medium,2002,304162
4923.0,6.0,3,9537.0,3.0,Low,2020,597150
2925.0,1.0,3,12503.0,0.0,Medium,1983,383653
4087.0,1.0,3,4841.0,2.0,Low,1995,444316
1164.0,5.0,1,6208.0,1.0,High,2017,306938
2446.0,4.0,4,13751.0,0.0,Medium,1965,334453
1718.0,3.0,2,13590.0,1.0,Medium,2020,302616
3597.0,4.0,1,10733.0,0.0,Premium,1968,496375
2331.0,1.0,1,12886.0,2.0,High,1951,372014
4145.0,1.0,1,14866.0,2.0,Low,1959,434943
2706.0,6.0,2,3088.0,1.0,Premium,1999,403542
3886.0,4.0,4,5363.0,2.0,Medium,1961,440150
2875.0,4.0,4,2024.0,3.0,Low,2019,334518
1513.0,1.0,4,11764.0,0.0,High,1971,256931
1862.0,3.0,3,8144.0,2.0,Medium,1981,276234
2776.0,5.0,3,13150.0,3.0,Medium,1950,405948
2096.0,5.0,3,7668.0,1.0,Medium,2003,337936
925.0,4.0,2,6236.0,3.0,Medium,2007,252349
4396.0,5.0,3,11959.0,1.0,Medium,2019,535803
4083.0,1.0,2,14935.0,1.0,Premium,1967,522135
2403.0,1.0,4,10068.0,0.0,Medium,1955,309553
866.0,4.0,3,4235.0,0.0,Premium,1994,222534
1032.0,4.0,3,9295.0,3.0,High,1972,305223
2956.0,6.0,1,10392.0,0.0,High,1972,439147
1969.0,4.0,2,13390.0,0.0,High,1975,328458
2958.0,3.0,4,10448.0,0.0,High,1956,391911
2293.0,5.0,1,5747.0,3.0,Medium,1993,370541
4807.0,4.0,1,14834.0,2.0,Medium,1976,561268
3272.0,2.0,4,12433.0,0.0,Medium,1975,418189
3460.0,6.0,1,5175.0,0.0,Premium,1985,462328
3539.0,2.0,2,13798.0,3.0,High,2004,534236
2561.0,1.0,2,13528.0,2.0,Medium,2013,387821
4314.0,5.0,3,6897.0,0.0,Low,2006,476558
2775.0,4.0,1,7037.0,1.0,Medium,2018,382511
3162.0,2.0,3,9427.0,3.0,High,2010,448992
1676.0,5.0,1,10605.0,0.0,Medium,1951,254340
4612.0,1.0,2,4014.0,0.0,High,2004,511414
4248.0,3.0,2,3381.0,1.0,Premium,1987,515773
2112.0,6.0,2,3098.0,,Low,1978,246897
2260.0,5.0,1,5426.0,3.0,Medium,1975,369892
3509.0,5.0,2,5655.0,3.0,Medium,1984,463556
3124.0,3.0,1,9938.0,1.0,Medium,2016,405362
2533.0,5.0,3,11101.0,3.0,Low,1978,360674
2405.0,1.0,1,2187.0,1.0,Low,1983,249808
3363.0,1.0,3,14236.0,0.0,Premium,1990,486570
4221.0,3.0,1,13948.0,1.0,Medium,1990,458759
4317.0,6.0,3,12207.0,1.0,Medium,1972,567641
3197.0,4.0,2,7409.0,2.0,Premium,2020,470007
4535.0,2.0,3,4092.0,1.0,High,1952,490221
3670.0,4.0,2,13836.0,1.0,Low,2007,447977
1960.0,5.0,2,4130.0,2.0,High,1981,368887
1042.0,2.0,3,7242.0,3.0,Medium,1980,232807
3390.0,3.0,1,10549.0,2.0,High,1992,490715
1863.0,3.0,1,,0.0,High,1956,288409
3395.0,6.0,4,7185.0,2.0,High,1950,444287
1719.0,2.0,1,7776.0,0.0,Medium,2010,261094
805.0,1.0,4,12614.0,3.0,High,1963,259599
1267.0,2.0,1,14449.0,2.0,Low,2001,223423
4970.0,5.0,1,9913.0,2.0,Low,1955,526819
803.0,1.0,2,9547.0,3.0,Medium,1959,202917
1445.0,3.0,4,9823.0,0.0,Low,2020,258843
917.0,2.0,1,9355.0,2.0,Medium,1979,214502
3728.0,4.0,4,8465.0,0.0,High,1970,453542
3351.0,6.0,2,14737.0,2.0,Premium,2009,560631
1646.0,4.0,2,3497.0,1.0,Medium,2012,253677
3562.0,6.0,4,12350.0,2.0,Medium,1991,431216
,5.0,2,4555.0,3.0,Medium,2000,323628
2610.0,,3,7409.0,3.0,Medium,2013,382263
1523.0,2.0,3,12534.0,0.0,Low,2005,253652
1024.0,2.0,2,4951.0,2.0,Premium,1990,308652
2848.0,4.0,3,3238.0,0.0,Medium,1981,380084
2373.0,2.0,1,11165.0,0.0,Medium,1964,301362
2628.0,5.0,4,6727.0,1.0,Low,2011,333844
2717.0,1.0,1,5965.0,1.0,Premium,1976,387878
2826.0,5.0,4,7686.0,3.0,High,1977,430605
4544.0,6.0,2,11242.0,0.0,Premium,2013,609065
1701.0,5.0,1,5701.0,3.0,High,2008,322367
2839.0,6.0,2,4780.0,2.0,Medium,2007,398533
809.0,2.0,2,9398.0,0.0,Medium,1951,153970
1060.0,1.0,4,3588.0,0.0,High,1985,235925
2473.0,2.0,4,14070.0,2.0,Medium,2020,385390
3019.0,3.0,4,4368.0,2.0,High,1962,414582
2860.0,2.0,1,7789.0,3.0,Low,1964,307449
4513.0,6.0,3,2436.0,3.0,Low,2009,520343
2419.0,2.0,4,4828.0,2.0,Medium,1971,302832
1120.0,2.0,4,3556.0,3.0,High,2012,279603
2142.0,1.0,1,9570.0,2.0,High,1974,349674
3176.0,2.0,4,14050.0,0.0,Low,1997,383830
3632.0,,1,9480.0,0.0,Medium,1992,382376
3624.0,4.0,2,11496.0,1.0,Low,1987,431836
2794.0,3.0,4,12576.0,0.0,Low,1990,337580
3758.0,1.0,4,2182.0,2.0,Medium,1994,411465
2838.0,6.0,2,9190.0,3.0,Low,1989,393799
4290.0,4.0,2,8687.0,1.0,Medium,1966,507848
4477.0,1.0,2,7565.0,,Medium,2006,510516
1918.0,1.0,4,9241.0,2.0,Medium,1951,286602
2404.0,3.0,3,9651.0,0.0,Low,2011,327825
4827.0,6.0,3,7575.0,1.0,Low,1958,507042
1035.0,5.0,3,3589.0,2.0,Low,2017,228955
2769.0,5.0,4,11779.0,1.0,Low,1966,385985
2708.0,1.0,2,10851.0,1.0,High,1999,380840
1175.0,2.0,4,2159.0,0.0,Medium,1989,128794
4330.0,6.0,2,14145.0,2.0,Medium,2007,543266
3435.0,4.0,4,8555.0,3.0,Medium,1970,473748
2370.0,2.0,4,11203.0,1.0,High,1967,365439
3360.0,2.0,2,10244.0,1.0,Premium,2004,470237
4191.0,6.0,3,8846.0,3.0,High,1978,578845
3765.0,1.0,2,4307.0,2.0,High,1973,436208
4443.0,1.0,1,3228.0,1.0,Medium,1966,393729
4650.0,1.0,1,9226.0,1.0,High,1967,482523
1672.0,1.0,2,7590.0,1.0,High,1991,292582
2052.0,5.0,4,8919.0,2.0,Medium,1994,347417
2114.0,1.0,1,7585.0,2.0,Medium,1966,312138
3698.0,5.0,1,11227.0,3.0,Medium,2022,485309
877.0,5.0,4,13894.0,2.0,Premium,1963,317939
3421.0,1.0,4,8046.0,2.0,Medium,1998,406219
1400.0,3.0,3,14237.0,0.0,High,1978,288773
1865.0,4.0,4,6945.0,3.0,Medium,1953,269586
2936.0,2.0,2,9927.0,1.0,Medium,1969,356301
3249.0,5.0,2,14641.0,2.0,Low,1996,431087
3143.0,6.0,3,9016.0,1.0,Low,1958,375793
2663.0,6.0,1,9758.0,1.0,High,1976,443821
2118.0,4.0,1,7086.0,0.0,High,1964,346539
4397.0,6.0,4,11456.0,2.0,Medium,1968,529022
4562.0,3.0,2,9161.0,3.0,High,2001,527386
2990.0,6.0,1,3884.0,2.0,Medium,1975,377135
1792.0,2.0,3,3809.0,1.0,Premium,1975,318435
3512.0,2.0,3,,3.0,Medium,1975,402085
2992.0,5.0,2,13989.0,2.0,Medium,1995,421585
2048.0,1.0,3,12533.0,1.0,Medium,1998,350156
3854.0,3.0,3,8352.0,1.0,Low,2002,424928
4833.0,5.0,2,13606.0,0.0,Low,1952,520915
2797.0,3.0,4,11009.0,0.0,High,2015,400698
4487.0,1.0,4,8056.0,0.0,Premium,1991,540601
2951.0,6.0,3,4437.0,1.0,High,1968,398538
4818.0,6.0,4,8468.0,2.0,Low,1966,518272
3910.0,1.0,4,11080.0,0.0,Medium,1982,469306
2770.0,5.0,3,7951.0,2.0,Low,1998,339577
997.0,1.0,4,7276.0,0.0,Low,2005,181641
3426.0,4.0,3,10859.0,3.0,High,2012,498272
2002.0,2.0,1,9818.0,3.0,Medium,1952,306546
2835.0,5.0,2,6728.0,0.0,Low,1998,329608
1277.0,3.0,2,4624.0,1.0,Low,2004,217623
2054.0,4.0,4,7738.0,0.0,Premium,1975,342715
1722.0,5.0,4,6232.0,0.0,Low,2021,291571
1219.0,,4,7793.0,1.0,Medium,2001,235408
3004.0,1.0,2,6523.0,3.0,Medium,1956,335364
3397.0,1.0,1,7571.0,,Low,1995,383719
1920.0,1.0,1,11010.0,0.0,Low,1995,241173
3868.0,3.0,2,12380.0,1.0,Medium,1965,422683
1750.0,4.0,1,11298.0,0.0,High,1973,312639
3136.0,6.0,2,4224.0,,Medium,2010,424131
3043.0,2.0,1,10389.0,2.0,High,2003,453527
3445.0,3.0,3,12863.0,2.0,Premium,2011,518847
2657.0,3.0,3,8091.0,3.0,High,1950,393921
2665.0,6.0,2,13684.0,1.0,Medium,1998,408630
3712.0,6.0,1,12640.0,1.0,Medium,1974,497956
3653.0,2.0,4,10662.0,3.0,High,1959,469840
,2.0,1,8361.0,3.0,High,1965,480251
4519.0,6.0,3,3948.0,1.0,Medium,2007,501065
4028.0,1.0,3,14091.0,3.0,High,2021,521211
3171.0,3.0,1,12202.0,2.0,Low,1978,387645
3691.0,5.0,1,13992.0,0.0,Medium,1955,475765
4556.0,2.0,4,9094.0,2.0,Medium,1965,507480
894.0,2.0,4,8318.0,3.0,Low,1969,180972
3474.0,6.0,1,14310.0,1.0,Low,2020,454207
2755.0,4.0,1,5796.0,1.0,High,1992,392162
1593.0,5.0,1,14180.0,2.0,Medium,1975,307712
2634.0,5.0,1,2234.0,1.0,Medium,2020,372960
2916.0,2.0,2,11120.0,3.0,Medium,1982,382632
4906.0,1.0,1,5607.0,2.0,Medium,1975,495275
4125.0,4.0,4,10043.0,1.0,Low,1994,476134
3719.0,5.0,3,2522.0,0.0,High,2012,466989
,2.0,2,7904.0,0.0,High,2016,433224
4005.0,5.0,1,13715.0,3.0,High,2001,530906
1614.0,4.0,3,14718.0,1.0,High,2017,404970
1145.0,4.0,2,6888.0,3.0,Medium,1975,243820
,3.0,3,11821.0,2.0,Low,1951,379730
1162.0,6.0,1,7832.0,0.0,Medium,1963,234955
3243.0,6.0,1,14820.0,2.0,Low,1979,413309
3065.0,2.0,4,9122.0,1.0,Premium,1998,457948
2988.0,4.0,1,7842.0,3.0,Low,1961,344206
3805.0,3.0,1,,3.0,Low,1993,416791
4081.0,3.0,2,13049.0,3.0,Premium,1982,564204
1784.0,5.0,4,3124.0,2.0,Premium,1962,347714
2439.0,5.0,2,7621.0,0.0,High,1975,336794
1627.0,3.0,3,7423.0,2.0,Low,1970,226696
3530.0,5.0,1,4587.0,2.0,Low,1977,361532
4331.0,4.0,3,11215.0,1.0,Medium,1997,503844
3735.0,1.0,2,7672.0,1.0,Low,1989,337189
4676.0,4.0,1,3378.0,1.0,Low,2015,467327
926.0,3.0,1,5374.0,0.0,Medium,2022,186265
3977.0,3.0,2,3519.0,0.0,Premium,1972,475773
3856.0,4.0,2,7777.0,1.0,Medium,1997,457757
1403.0,5.0,2,9935.0,1.0,High,1951,311556
4249.0,5.0,2,8093.0,0.0,High,1969,553771
4946.0,6.0,2,10418.0,3.0,Medium,2008,625520
4333.0,3.0,1,7355.0,0.0,High,1995,486852
4167.0,2.0,2,6968.0,0.0,Medium,1952,417332
4168.0,6.0,1,11083.0,0.0,Low,2004,487228
4597.0,5.0,1,7574.0,1.0,High,1961,495463
2592.0,4.0,2,6072.0,3.0,Low,1989,330915
3661.0,5.0,2,4257.0,0.0,Premium,2015,483901
4276.0,4.0,4,12980.0,1.0,Low,1965,494162
4217.0,6.0,1,10588.0,2.0,High,1983,557077
2445.0,3.0,2,12270.0,2.0,Medium,1993,353558
2005.0,5.0,2,14936.0,0.0,Low,1955,281292
3830.0,4.0,2,6424.0,2.0,Low,2013,446922
3672.0,3.0,4,5237.0,3.0,High,1971,458466
3872.0,2.0,4,5893.0,2.0,High,1967,495847
2654.0,4.0,3,4005.0,,High,1961,384028
4821.0,6.0,1,4016.0,3.0,Medium,2001,554690
3508.0,2.0,3,13363.0,0.0,High,2000,474273
4302.0,2.0,2,12860.0,0.0,High,2020,522122
2132.0,1.0,4,12070.0,3.0,High,1997,369884
1001.0,5.0,4,11388.0,3.0,Medium,1968,267525
4307.0,4.0,3,3772.0,3.0,High,1955,521919
1374.0,2.0,4,10353.0,2.0,High,1976,302705
1336.0,1.0,2,5976.0,3.0,Medium,2002,240305
2425.0,6.0,4,3751.0,1.0,High,1997,395246
2922.0,3.0,3,10967.0,2.0,High,1956,414116
,4.0,2,9430.0,0.0,Low,2008,201083
4081.0,2.0,3,9170.0,0.0,Low,2018,445416
1274.0,5.0,4,8469.0,0.0,Medium,1960,223004
1217.0,1.0,3,11131.0,2.0,Medium,1964,206270
4400.0,2.0,3,5220.0,1.0,High,2013,515497
1754.0,5.0,1,2539.0,3.0,Low,1952,222866
2005.0,2.0,4,3461.0,3.0,High,2018,342621
4920.0,4.0,4,7184.0,0.0,Premium,1972,567185
2790.0,4.0,3,10547.0,0.0,Low,2002,376113
4372.0,4.0,1,13796.0,2.0,Premium,1986,575510
4958.0,6.0,4,13515.0,1.0,Premium,1958,633575
3513.0,6.0,2,2234.0,3.0,High,1964,462767
3003.0,1.0,3,3548.0,2.0,High,1952,341447
3920.0,4.0,4,9480.0,3.0,Premium,2019,548489
1766.0,5.0,2,12288.0,0.0,High,1966,330339
4232.0,2.0,4,6213.0,3.0,Medium,1975,479226
1488.0,3.0,2,12293.0,1.0,High,1970,280475
4501.0,5.0,3,3673.0,1.0,High,2021,556012
1141.0,6.0,4,8708.0,0.0,High,1970,260581
2524.0,6.0,4,9982.0,1.0,Medium,1960,365339
2592.0,5.0,1,4100.0,1.0,High,1987,346437
2559.0,6.0,3,13849.0,2.0,Low,2021,405533
4012.0,4.0,2,14845.0,,Premium,1984,608826
1789.0,1.0,4,13788.0,0.0,Medium,1963,243339
3062.0,2.0,4,5748.0,,Low,1963,322453
3282.0,1.0,2,5173.0,0.0,Medium,1959,360056
1751.0,2.0,3,3815.0,0.0,Low,1961,190225
1522.0,2.0,1,5841.0,0.0,High,1987,228844
4189.0,1.0,1,12197.0,1.0,Premium,1983,537024
2879.0,5.0,4,10016.0,2.0,High,1990,468433
3517.0,2.0,2,9011.0,0.0,Low,1959,376725
3132.0,1.0,4,6493.0,2.0,Low,1966,354343
4176.0,2.0,2,2674.0,2.0,High,1966,469408
2300.0,3.0,1,10088.0,1.0,Premium,2016,381459
1085.0,5.0,3,10578.0,0.0,Medium,2011,275494
4295.0,4.0,2,4158.0,1.0,Medium,1950,466589
2865.0,2.0,1,4661.0,0.0,Medium,1961,287243
1568.0,3.0,4,4064.0,1.0,Premium,1953,304549
3857.0,4.0,2,14043.0,2.0,High,1991,540331
2961.0,4.0,3,5253.0,0.0,Medium,1962,366787
4093.0,2.0,4,6979.0,3.0,Medium,1953,468335
1746.0,1.0,4,9703.0,2.0,Premium,2018,351043
4135.0,2.0,1,14828.0,3.0,Low,1968,461897
4950.0,3.0,2,14458.0,2.0,Medium,1951,538645
2281.0,4.0,4,10931.0,1.0,High,1961,369613
2701.0,2.0,3,3401.0,0.0,Low,1955,264647
4251.0,1.0,2,5259.0,2.0,Low,1957,456775
4864.0,2.0,3,12469.0,1.0,High,2000,600358
854.0,5.0,4,14096.0,0.0,Premium,1960,317190
2623.0,1.0,3,5923.0,0.0,High,2012,365882
4262.0,3.0,1,6214.0,2.0,Premium,2006,536683
,4.0,3,5227.0,0.0,High,1961,446447
1632.0,2.0,2,13023.0,2.0,High,2022,339997
3606.0,1.0,3,13950.0,0.0,Medium,1951,418494
3290.0,5.0,3,12704.0,3.0,High,1957,492003
1127.0,,1,12343.0,1.0,Premium,1960,272889
4110.0,6.0,3,13867.0,3.0,Medium,2002,550323
4100.0,5.0,3,4745.0,2.0,Medium,1959,456342
4475.0,3.0,4,8091.0,3.0,Medium,1957,488102
3854.0,,4,5866.0,2.0,Low,1985,460817
2943.0,3.0,2,13956.0,0.0,Low,1963,391830
2111.0,2.0,4,7818.0,0.0,High,2003,358456
3991.0,,4,4222.0,2.0,Premium,1970,471208
3338.0,6.0,4,4792.0,3.0,Medium,1999,469240
4783.0,5.0,4,11889.0,0.0,Low,1988,545560
964.0,5.0,1,13654.0,1.0,Low,1969,204821
1622.0,1.0,4,6063.0,0.0,Premium,1956,294853
1743.0,6.0,1,3524.0,1.0,Medium,1958,247933
1574.0,1.0,1,14952.0,3.0,Medium,1950,311258
2998.0,2.0,4,10224.0,,Medium,1975,392767
3956.0,3.0,3,8198.0,1.0,Medium,1987,441626
4495.0,5.0,1,6025.0,1.0,Medium,1987,509621
4252.0,2.0,3,4566.0,1.0,Premium,2010,550165
1714.0,3.0,3,4803.0,0.0,High,1993,288597
2108.0,2.0,4,14088.0,1.0,High,1993,382168
4977.0,6.0,2,5709.0,0.0,Medium,2011,545809
1313.0,5.0,4,8155.0,1.0,High,1955,261629
2720.0,1.0,2,2719.0,2.0,High,1966,340160
4394.0,1.0,2,8516.0,3.0,Low,2000,485560
2209.0,3.0,4,6579.0,1.0,High,1987,345554
3990.0,4.0,4,2972.0,2.0,Medium,1973,471575
2355.0,6.0,2,5718.0,1.0,High,2000,366146
1604.0,3.0,4,9395.0,1.0,Medium,1959,263263
2079.0,4.0,2,6402.0,1.0,Premium,2021,396452
4377.0,2.0,3,6552.0,2.0,Low,1970,455357
3701.0,6.0,4,4207.0,3.0,High,2019,511380
2187.0,2.0,3,6426.0,2.0,High,2006,373766
3561.0,5.0,1,8919.0,3.0,High,1988,476700
3479.0,6.0,3,14512.0,1.0,Medium,1982,460341
2906.0,4.0,3,13222.0,0.0,Medium,2008,351001
3568.0,5.0,2,13767.0,1.0,High,1967,475695
4753.0,1.0,3,13308.0,3.0,Medium,2005,592454
3986.0,4.0,4,13477.0,2.0,Medium,2006,482819
4080.0,3.0,2,,1.0,High,1997,493036
3373.0,1.0,1,14903.0,2.0,Medium,1991,441636
3399.0,1.0,4,10386.0,2.0,Medium,1976,377952
4833.0,3.0,1,14188.0,2.0,Medium,2001,556866
1036.0,6.0,3,10680.0,1.0,Medium,1991,287597
2104.0,1.0,4,4204.0,2.0,High,1981,361700
4230.0,4.0,4,12849.0,2.0,High,1975,560949
2101.0,5.0,1,7345.0,1.0,High,1974,316275
3341.0,1.0,4,5276.0,2.0,Premium,1972,431457
2851.0,4.0,4,3102.0,1.0,Medium,2006,372488
1241.0,2.0,4,7243.0,3.0,Low,2001,242614
2876.0,4.0,3,8614.0,3.0,Low,1980,411308
3980.0,5.0,1,11433.0,3.0,Medium,2013,538481
3457.0,4.0,4,10707.0,2.0,Premium,2020,536777
4598.0,3.0,2,7223.0,0.0,Medium,1982,479250
1604.0,5.0,2,10584.0,0.0,Medium,1951,324034
874.0,6.0,2,2630.0,2.0,Medium,1967,218101
2975.0,2.0,2,13908.0,0.0,High,1996,405164
4724.0,3.0,3,12039.0,1.0,High,1982,563622
2889.0,6.0,4,12847.0,0.0,Low,1984,366805
840.0,4.0,1,11171.0,2.0,Premium,2000,251964
2881.0,5.0,4,14721.0,2.0,Medium,1967,436838
2422.0,2.0,3,13594.0,1.0,Low,2021,378879
1141.0,3.0,2,14063.0,3.0,Premium,1979,305483
